targetId,comparatorId,outcomeIds,excludedCovariateConceptIds
1,2,3,316866;320128;1308216;21601782;21601783;40008978;19073094;1332418;320128;19080128;1308216;3004249;3012888;3024171;3027018;3036277;3038553;43054909;46272459
